date,gold,gold_predict
2019/10/22,1485.35,1495.82 
2019/10/23,1494.45,1494.44 
2019/10/24,1496.55,1493.37 
2019/10/25,1513.45,1492.74 
2019/10/28,1492.4,1492.67 
2019/10/29,1486.75,1493.61 
2019/10/30,1492.1,1495.18 
2019/10/31,1510.95,1496.68 
2019/11/1,1508.8,1497.77 
2019/11/4,1509.45,1498.83 
2019/11/5,1488.95,1500.15 
2019/11/6,1486.05,1501.84 
2019/11/7,1484.25,1503.28 
2019/11/8,1464.15,1503.86 
2019/11/11,1458.7,1503.29 
2019/11/12,1452.05,1501.09 
2019/11/13,1462.9,1497.10 
2019/11/14,1466.65,1491.46 
2019/11/15,1466.9,1484.96 
2019/11/18,1467.65,1478.56 
2019/11/19,1468.45,1473.05 
2019/11/20,1471.7,1468.90 
2019/11/21,1467.05,1466.29 
2019/11/22,1464.45,1465.18 
2019/11/25,1458.4,1465.25 
2019/11/26,1454.65,1465.99 
2019/11/27,1454.35,1466.81 
2019/11/28,1454.65,1467.21 
2019/11/29,1460.15,1466.93 
2019/12/2,1461.15,1465.99 
2019/12/3,1477.3,1464.70 
2019/12/4,1475.1,1463.40 
2019/12/5,1475.95,1462.78 
2019/12/6,1459.65,1463.14 
2019/12/9,1461.7,1464.51 
2019/12/10,1464.95,1466.20 
2019/12/11,1466.8,1467.64 
2019/12/12,1467.8,1468.59 
2019/12/13,1466.6,1469.04 
2019/12/16,1477.9,1469.14 
2019/12/17,1475.8,1469.02 
2019/12/18,1474.05,1469.06 
2019/12/19,1476.7,1469.48 
2019/12/20,1479,1470.26 
2019/12/23,1482.1,1471.33 
2019/12/27,1511.5,1472.65 
2019/12/30,1514.75,1474.20 
2020/1/2,1527.1,1476.69 
2020/1/3,1548.75,1480.59 
2020/1/6,1573.1,1486.18 
2020/1/7,1567.85,1493.82 
2020/1/8,1571.95,1503.91 
2020/1/9,1550.75,1515.95 
2020/1/10,1553.6,1528.93 
2020/1/13,1549.9,1541.04 
2020/1/14,1545.1,1550.93 
2020/1/15,1549,1557.84 
2020/1/16,1554.55,1561.55 
2020/1/17,1557.6,1562.50 
2020/1/20,1560.15,1561.60 
2020/1/21,1551.3,1559.83 
2020/1/22,1556.9,1558.04 
2020/1/23,1562.9,1556.49 
2020/1/24,1564.3,1555.43 
2020/1/27,1580.1,1555.12 
2020/1/28,1574,1555.67 
2020/1/29,1573.45,1557.45 
2020/1/30,1578.25,1560.33 
2020/1/31,1584.2,1563.92 
2020/2/3,1574.75,1567.86 
2020/2/4,1558.35,1571.98 
2020/2/5,1553.3,1575.80 
2020/2/6,1563.3,1578.46 
2020/2/7,1572.65,1579.36 
2020/2/10,1573.2,1578.70 
2020/2/11,1570.5,1577.27 
2020/2/12,1563.7,1575.79 
2020/2/13,1575.05,1574.65 
2020/2/14,1581.4,1573.82 
2020/2/17,1580.8,1573.50 
2020/2/18,1589.85,1573.95 
2020/2/19,1604.2,1575.23 
2020/2/20,1619,1577.41 
2020/2/21,1643.3,1580.78 
2020/2/24,1671.65,1585.70 
2020/2/25,1650.3,1592.74 
2020/2/26,1634.9,1602.61 
2020/2/27,1652,1614.36 
2020/2/28,1609.85,1626.02 
2020/3/2,1599.65,1636.45 
2020/3/3,1615.5,1643.71 
2020/3/4,1641.85,1646.58 
2020/3/5,1659.6,1645.56 
2020/3/6,1683.65,1642.56 
2020/3/9,1672.5,1639.81 
2020/3/10,1655.7,1639.46 
2020/3/11,1653.75,1642.02 
2020/3/12,1570.7,1646.53 
2020/3/13,1562.8,1651.67 
2020/3/16,1487.7,1653.90 
2020/3/17,1536.2,1651.15 
2020/3/18,1498.2,1641.29 
2020/3/19,1474.25,1625.84 
2020/3/20,1494.4,1606.45 
2020/3/23,1525.4,1584.62 
2020/3/24,1605.75,1562.60 
2020/3/25,1605.45,1543.22 
2020/3/26,1634.8,1530.54 
2020/3/27,1617.3,1526.87 
2020/3/30,1618.3,1533.03 
2020/3/31,1608.95,1547.14 
2020/4/1,1576.55,1565.94 
2020/4/2,1616.8,1585.67 
2020/4/3,1613.1,1602.33 
2020/4/6,1648.3,1614.79 
2020/4/7,1649.25,1623.02 
2020/4/8,1647.8,1628.62 
2020/4/9,1680.65,1633.00 
2020/4/14,1741.9,1636.91 
2020/4/15,1718.65,1641.56 
2020/4/16,1729.5,1649.33 
2020/4/17,1692.55,1660.31 
2020/4/20,1686.2,1673.66 
2020/4/21,1682.05,1686.67 
2020/4/22,1710.55,1696.98 
2020/4/23,1736.25,1703.29 
2020/4/24,1715.9,1706.39 
2020/4/27,1714.95,1708.21 
2020/4/28,1691.55,1709.57 
2020/4/29,1703.35,1710.76 
2020/4/30,1702.75,1711.17 
2020/5/1,1686.25,1710.77 
2020/5/4,1709.1,1709.80 
2020/5/5,1699.55,1708.07 
2020/5/6,1691.5,1706.33 
2020/5/7,1704.05,1704.91 
2020/5/11,1702.75,1703.75 
2020/5/12,1702.4,1703.13 
2020/5/13,1708.4,1703.19 
2020/5/14,1731.6,1703.88 
2020/5/15,1735.35,1705.23 
2020/5/18,1734.7,1707.84 
2020/5/19,1737.95,1711.96 
2020/5/20,1748.3,1717.31 
2020/5/21,1724.9,1723.36 
2020/5/22,1733.55,1729.77 
2020/5/26,1720.25,1735.37 
2020/5/27,1694.6,1739.59 
2020/5/28,1717.35,1741.87 
2020/5/29,1728.7,1741.36 
2020/6/1,1730.6,1738.71 
2020/6/2,1742.15,1735.26 
2020/6/3,1705.35,1732.16 
2020/6/4,1700.05,1730.45 
2020/6/5,1683.45,1729.41 
2020/6/8,1690.35,1728.16 
2020/6/9,1713.5,1725.76 
2020/6/10,1722.05,1722.16 
2020/6/11,1738.25,1718.47 
2020/6/12,1733.5,1715.89 
2020/6/15,1710.45,1715.55 
2020/6/16,1719.85,1717.59 
2020/6/17,1724.35,1720.80 
2020/6/18,1719.5,1724.27 
2020/6/19,1734.75,1727.51 
2020/6/22,1761.85,1730.08 
2020/6/23,1768.9,1732.24 
2020/6/24,1766.05,1735.06 
2020/6/25,1756.55,1739.26 
2020/6/26,1747.6,1744.76 
2020/6/29,1771.6,1750.64 
2020/6/30,1768.1,1755.71 
2020/7/1,1771.05,1759.97 
2020/7/2,1777.45,1763.45 
2020/7/3,1772.9,1766.27 
2020/7/6,1787.9,1768.72 
2020/7/7,1789.55,1770.80 
2020/7/8,1811.1,1772.94 
2020/7/9,1812.1,1775.38 
2020/7/10,1803.1,1778.79 
2020/7/13,1807.5,1783.34 
2020/7/14,1801.9,1788.40 
2020/7/15,1804.6,1793.42 
2020/7/16,1807.7,1797.71 
2020/7/17,1807.35,1800.96 
2020/7/20,1815.65,1803.20 
2020/7/21,1842.55,1804.59 
2020/7/22,1852.4,1805.59 
2020/7/23,1878.3,1807.38 
2020/7/24,1902.1,1810.82 
2020/7/27,1936.65,1816.79 
2020/7/28,1940.9,1825.87 
2020/7/29,1950.9,1838.60 
2020/7/30,1957.65,1854.20 
2020/7/31,1964.9,1871.20 
2020/8/3,1958.55,1887.91 
2020/8/4,1977.9,1902.93 
2020/8/5,2048.1499,1914.96 
2020/8/6,2067.1499,1924.00 
2020/8/7,2031.15,1932.67 
2020/8/10,2044.5,1942.84 
2020/8/11,1939.65,1953.30 
2020/8/12,1931.9,1963.00 
2020/8/13,1944.25,1967.46 
2020/8/14,1944.75,1964.92 
2020/8/17,1972.85,1956.56 
2020/8/18,2008.75,1944.74 
2020/8/19,1981,1932.85 
2020/8/20,1927.15,1924.48 
2020/8/21,1924.35,1920.54 
2020/8/24,1943.95,1918.96 
2020/8/25,1911.15,1917.96 
2020/8/26,1932.95,1917.23 
2020/8/27,1923.85,1915.79 
2020/8/28,1957.35,1914.05 
2020/9/1,1972.35,1912.24 
2020/9/2,1947.05,1911.68 
2020/9/3,1940.45,1913.49 
2020/9/4,1926.3,1916.90 
2020/9/7,1928.45,1920.69 
2020/9/8,1910.95,1923.41 
2020/9/9,1947.2,1924.45 
2020/9/10,1966.25,1923.25 
2020/9/11,1947.4,1921.17 
2020/9/14,1958.7,1919.90 
2020/9/15,1949.35,1919.70 
2020/9/16,1961.8,1920.71 
2020/9/17,1936.25,1922.37 
2020/9/18,1950.85,1924.53 
2020/9/21,1909.35,1926.08 
2020/9/22,1906,1926.90 
2020/9/23,1873.4,1925.75 
2020/9/24,1861.75,1922.26 
2020/9/25,1859.7,1915.83 
2020/9/28,1864.3,1906.64 
2020/9/29,1883.95,1895.65 
2020/9/30,1886.9,1884.35 
2020/10/1,1902,1874.74 
2020/10/2,1903.05,1868.17 
2020/10/5,1909.6,1865.55 
2020/10/6,1913.4,1866.81 
2020/10/7,1884.5,1871.28 
2020/10/8,1887.45,1877.88 
2020/10/9,1923.25,1884.39 
2020/10/12,1925.5,1889.34 
2020/10/13,1891.3,1893.22 
2020/10/14,1910.05,1896.62 
2020/10/15,1891.9,1898.64 
2020/10/16,1905.05,1899.43 
2020/10/19,1905.6,1898.70 
2020/10/20,1898.4,1896.98 
2020/10/21,1924.15,1894.83 
2020/10/22,1900.95,1892.53 
2020/10/23,1903.65,1891.08 
2020/10/26,1898.45,1890.28 
2020/10/27,1905.7,1889.89 
2020/10/28,1869.95,1889.55 
2020/10/29,1870.3,1889.31 
2020/10/30,1881.85,1888.08 
2020/11/2,1889.9,1885.47 
2020/11/3,1908.3,1882.02 
2020/11/4,1900.15,1878.71 
2020/11/5,1938.45,1876.80 
2020/11/6,1940.8,1876.60 
2020/11/9,1867.3,1879.11 
2020/11/10,1878.7,1884.42 
2020/11/11,1860.95,1889.34 
2020/11/12,1874.85,1892.08 
2020/11/13,1890.9,1891.55 
2020/11/16,1885.6,1888.31 
2020/11/17,1889.05,1883.96 
2020/11/18,1876.1,1879.67 
2020/11/19,1857.35,1876.29 
2020/11/20,1875.7,1873.82 
2020/11/23,1840.2,1871.49 
2020/11/24,1799.6,1869.46 
2020/11/25,1810.2,1866.82 
2020/11/26,1807.4,1861.98 
2020/11/27,1779.3,1854.93 
2020/11/30,1762.55,1846.38 
2020/12/1,1810.75,1836.59 
2020/12/2,1822.6,1825.72 
2020/12/3,1832.35,1815.86 
2020/12/4,1843,1808.94 
2020/12/7,1859.95,1806.16 
2020/12/8,1868.15,1807.83 
2020/12/9,1841.75,1813.75 
2020/12/10,1844.35,1823.01 
2020/12/11,1842,1833.18 
2020/12/14,1831.15,1842.26 
2020/12/15,1850.65,1848.93 
2020/12/16,1851.95,1852.38 
2020/12/17,1890.75,1853.27 
2020/12/18,1879.75,1852.52 
2020/12/21,1880,1852.20 
2020/12/22,1877.1,1853.08 
2020/12/23,1875,1855.19 
2020/12/29,1874.3,1858.00 
2020/12/30,1887.6,1860.85 
2021/1/4,1943.2,1863.21 
2021/1/5,1940.35,1865.22 
2021/1/6,1931.95,1868.85 
2021/1/7,1920.1,1874.80 
2021/1/8,1862.9,1882.39 
2021/1/11,1847.25,1890.04 
2021/1/12,1841.25,1894.59 
2021/1/13,1858.85,1894.16 
2021/1/14,1841.75,1888.68 
2021/1/15,1839,1879.96 
2021/1/18,1833.05,1869.58 
2021/1/19,1834.7,1859.00 
2021/1/20,1856.6,1849.27 
2021/1/21,1862.1,1841.21 
2021/1/22,1852.7,1835.99 
2021/1/25,1856.85,1834.20 
2021/1/26,1856.6,1835.35 
2021/1/27,1843,1838.64 
2021/1/28,1853.7,1843.07 
2021/1/29,1863.8,1847.31 
2021/2/1,1862.95,1850.78 
2021/2/2,1833.1,1853.60 
2021/2/3,1835.45,1855.86 
2021/2/4,1785.9,1856.67 
2021/2/5,1802.95,1855.71 
2021/2/8,1835.25,1851.66 
2021/2/9,1839.6,1844.92 
2021/2/10,1842.65,1837.57 
2021/2/11,1840.1,1831.44 
2021/2/12,1816.35,1827.66 
2021/2/15,1817.3,1826.43 
2021/2/16,1794.25,1826.59 
2021/2/17,1780.7,1827.14 
2021/2/18,1773.15,1826.72 
2021/2/19,1786.2,1824.35 
2021/2/22,1807.45,1819.75 
2021/2/23,1799.65,1813.79 
2021/2/24,1788,1808.19 
2021/2/25,1779.65,1803.90 
2021/2/26,1742.85,1800.96 
2021/3/1,1734.15,1798.88 
2021/3/2,1723.85,1796.10 
2021/3/3,1711.4,1791.60 
2021/3/4,1712.1,1785.03 
2021/3/5,1696.25,1776.48 
2021/3/8,1687.05,1766.70 
2021/3/9,1716.9,1756.26 
2021/3/10,1716.2,1745.63 
2021/3/11,1724.25,1736.29 
2021/3/12,1704.8,1729.30 
2021/3/15,1723.65,1725.33 
2021/3/16,1735,1723.74 
2021/3/17,1729.65,1724.25 
2021/3/18,1725.9,1726.67 
2021/3/19,1735.2,1730.37 
2021/3/22,1736.15,1734.48 
2021/3/23,1726.2,1738.51 
2021/3/24,1730.5,1742.11 
2021/3/25,1737.3,1744.75 
2021/3/26,1731.8,1746.25 
2021/3/29,1705.95,1746.89 
2021/3/30,1683.95,1746.81 
2021/3/31,1691.05,1745.38 
2021/4/1,1726.05,1741.75 
2021/4/6,1744.65,1736.09 
2021/4/7,1738.05,1730.14 
2021/4/8,1755.5,1725.95 
2021/4/9,1741.2,1724.38 
2021/4/12,1732.85,1725.95 
2021/4/13,1747.95,1729.88 
2021/4/14,1735.55,1734.75 
2021/4/15,1757.2,1739.84 
2021/4/16,1774.45,1744.22 
2021/4/19,1774.5,1748.00 
2021/4/20,1777.85,1751.91 
2021/4/21,1798.2,1756.25 
2021/4/22,1787.75,1761.04 
2021/4/23,1781.8,1766.60 
2021/4/26,1773.35,1772.49 
2021/4/27,1784.15,1777.89 
2021/4/28,1772.2,1781.89 
2021/4/29,1762.65,1784.44 
2021/4/30,1767.65,1785.36 
2021/5/4,1797.75,1784.52 
2021/5/5,1782.25,1782.34 
2021/5/6,1813.15,1780.34 
2021/5/7,1836.55,1779.08 
2021/5/10,1840.45,1779.67 
2021/5/11,1829.1,1783.20 
2021/5/12,1830.7,1789.81 
2021/5/13,1821.8,1798.31 
2021/5/14,1838.1,1807.26 
2021/5/17,1853.7,1815.13 
2021/5/18,1866.75,1821.50 
2021/5/19,1888.45,1826.80 
2021/5/20,1878.3,1831.77 
2021/5/21,1875.9,1837.42 
2021/5/24,1880.15,1843.64 
2021/5/25,1887,1849.77 
2021/5/26,1899.75,1855.30 
2021/5/27,1891.45,1860.04 
2021/5/28,1899.95,1864.32 
2021/6/1,1899.35,1867.98 
2021/6/2,1902.75,1871.15 
2021/6/3,1866.55,1873.85 
2021/6/4,1890.6,1876.18 
2021/6/7,1888.4,1877.00 
2021/6/8,1893.15,1876.63 
2021/6/9,1894.6,1875.53 
2021/6/10,1888.65,1874.33 
2021/6/11,1881.05,1873.53 
2021/6/14,1865.6,1873.18 
2021/6/15,1865.1,1872.95 
2021/6/16,1860.75,1872.17 
2021/6/17,1778.7,1870.56 
2021/6/18,1773.1,1868.13 
2021/6/21,1775.05,1862.65 
2021/6/22,1775.05,1853.35 
2021/6/23,1791.6,1841.04 
2021/6/24,1784.85,1827.29 
2021/6/25,1786.65,1814.32 
2021/6/28,1780.3,1803.59 
2021/6/29,1755.45,1795.94 
2021/6/30,1763.15,1791.34 
2021/7/1,1781.5,1788.57 
2021/7/2,1786.15,1786.84 
2021/7/5,1791.35,1786.19 
2021/7/6,1809.85,1786.76 
2021/7/7,1804.65,1788.58 
2021/7/8,1807.7,1791.92 
2021/7/9,1806,1796.42 
2021/7/12,1792.4,1801.46 
2021/7/13,1813.85,1806.31 
2021/7/14,1823.2,1809.92 
2021/7/15,1823.75,1812.40 
2021/7/16,1824.3,1814.33 
2021/7/19,1814.9,1816.06 
2021/7/20,1823.05,1817.75 
2021/7/21,1802.15,1819.04 
2021/7/22,1799.45,1819.96 
2021/7/23,1799.6,1819.88 
2021/7/26,1800.2,1818.51 
2021/7/27,1800.35,1815.99 
2021/7/28,1796.6,1812.74 
2021/7/29,1829.3,1809.32 
2021/7/30,1825.75,1806.08 
2021/8/2,1811.45,1804.31 
2021/8/3,1812.65,1804.55 
2021/8/4,1829.1,1806.25 
2021/8/5,1800.75,1808.67 
2021/8/6,1762.9,1811.71 
2021/8/9,1738.85,1814.25 
2021/8/10,1723.35,1814.42 
2021/8/11,1743.6,1810.79 
2021/8/12,1747.4,1802.97 
2021/8/13,1773.85,1792.46 
2021/8/16,1786.35,1781.21 
2021/8/17,1789.45,1771.69 
2021/8/18,1783.45,1765.79 
2021/8/19,1782.05,1764.26 
2021/8/20,1779.05,1766.52 
2021/8/23,1802,1771.29 
2021/8/24,1808.45,1777.06 
2021/8/25,1788.7,1783.31 
2021/8/26,1786.6,1789.78 
2021/8/27,1798.5,1795.44 
2021/8/31,1814.85,1799.49 
2021/9/1,1811.8,1801.99 
2021/9/2,1812.55,1803.75 
2021/9/3,1823.7,1805.23 
2021/9/6,1821.6,1806.66 
2021/9/7,1802.15,1808.41 
2021/9/8,1786,1810.49 
2021/9/9,1788.25,1812.10 
2021/9/10,1794.6,1812.21 
,,1810.58 
