date,bit_macd_factor,bit_rsi_factor,bit_macd_pre_factor,bit_rsi_pre_factor,bit_short_factor,gold_macd_factor,gold_rsi_factor,gold_macd_pre_factor,gold_rsi_pre_factor,gold_short_factor
2017/12/18,0,0,0,-0.999993689,0,0,0,0,0,-1
2017/12/19,0,0,0,-0.999993827,1,0,0,0,0,0
2017/12/20,0,0,0,-0.99999392,0,0,0,0,0,0
2017/12/21,0,0,0,-0.999993826,0,0,0,0,0,0
2017/12/22,0,0,0,-0.986809401,0,0,0,,0,0
2017/12/23,0,0,0,-0.804709693,0,0,0,,0,0
2017/12/24,0,0,0,-0.431401258,0,0,0,,0,0
2017/12/25,0,0,0,0,0,0,0,,0,0
2017/12/26,0,0,0,0,0,0,0,,0,0
2017/12/27,0,0,0,0,-1,0,0,0,0,0
2017/12/28,0,0,0,0,0,0,0,0,0,0
2017/12/29,0,0,0,0,0,0,0,,0,0
2017/12/30,0,0.315249575,0,0,1,0,0,,0,0
2017/12/31,0,0,0,0,0,0,0,,0,0
2018/1/1,0,0,0,0.300576754,0,0,0,,0,0
2018/1/2,0,0,0,0.513674178,-1,0,0,0,0,0
2018/1/3,0,0,0,0.700179636,0,0,0,0,0,0
2018/1/4,0,0,0,0.757380945,0,0,0,0,0,0
2018/1/5,0,0,0,0.633383409,0,0,0,0,0,0
2018/1/6,0,0,0,0.425070913,0,0,0,,0,0
2018/1/7,0,0,0,0,0,0,0,,0,0
2018/1/8,0,0,0,0,1,0,0,0,0,0
2018/1/9,0,0,0,0,0,0,0,0,0,0
2018/1/10,0,0,0,0,0,0,0,1,1,0
2018/1/11,0,0,0,-0.472169144,0,0,0,0,0,0
2018/1/12,0,0,0,-0.487290061,0,0,0,0,0,0
2018/1/13,-1,0,0,0,0,0,0,,0,0
2018/1/14,0,0,0,0,0,0,0,,0,0
2018/1/15,0,0,0,0,0,0,0,0,0,0
2018/1/16,0,0,0,0,0,0,0,0,0,0
2018/1/17,0,0,0,0,0,0,0,0,0,0
2018/1/18,0,0,0,0,0,0,0,0,0,0
2018/1/19,0,0.520758841,-1,0,0,0,0,0,0,0
2018/1/20,0,0,0,0,0,0,0,,0,0
2018/1/21,0,0,0,0.216262302,0,0,0,,0,0
2018/1/22,0,0,0,0.531158919,0,0,0,0,0,0
2018/1/23,0,0,0,0.829035511,0,0,0,0,0,0
2018/1/24,0,0,0,1,0,0,0,0,0,0
2018/1/25,0,0,0,1,0,0,0,0,0,0
2018/1/26,0,0,0,1,0,0,0,0,0,0
2018/1/27,0,0,0,1,0,0,0,,0,0
2018/1/28,0,0,0,1,0,0,0,,0,0
2018/1/29,0,0,0,1,0,0,0,0,0,0
2018/1/30,0,0,0,1,0,0,0,0,0,0
2018/1/31,0,0,0,1,0,0,0,0,0,0
2018/2/1,0,0,0,1,0,0,0,0,0,0
2018/2/2,0,0,0,1,0,0,0,0,0,0
2018/2/3,0,0.561261268,0,1,0,0,0,,0,0
2018/2/4,0,0.465858154,0,1,0,0,0,,0,0
2018/2/5,0,0.605862489,0,1,0,0,0,0,0,0
2018/2/6,0,0.54350108,0,1,0,0,0,0,0,0
2018/2/7,0,0,0,1,0,0,0,0,0,0
2018/2/8,0,0,0,1,-1,0,0,0,0,1
2018/2/9,0,0,0,1,0,0,0,0,0,0
2018/2/10,0,0,0,1,0,0,0,,0,0
2018/2/11,0,0,0,1,0,0,0,,0,0
2018/2/12,0,0,0,0.929997381,0,0,0,0,0,0
2018/2/13,0,0,0,0.805303948,0,0,0,0,0,0
2018/2/14,0,0,0,0.660777654,0,0,0,0,0,-1
2018/2/15,0,0,0,0.493625374,0,0,0,0,0,0
2018/2/16,0,0,0,0.295261617,0,0,0,0,0,0
2018/2/17,0,0,0,0,0,1,0,,0,0
2018/2/18,0,0,0,0,0,0,0,,0,0
2018/2/19,0,-0.8096385,0,0,0,0,0,0,0,0
2018/2/20,0,-0.816955102,0,0,0,0,0,0,0,0
2018/2/21,1,-0.648873518,0,0,0,0,0,0,0,0
2018/2/22,0,0,0,-0.457050677,1,0,0,0,0,0
2018/2/23,0,0,0,-0.768849817,0,0,0,0,0,0
2018/2/24,0,0,0,-0.954260343,0,0,0,,0,0
2018/2/25,0,0,0,-0.922608876,0,0,0,,0,0
2018/2/26,0,0,1,-0.741824145,0,0,0,0,0,0
2018/2/27,0,0,0,-0.527640805,0,0,0,0,0,0
2018/2/28,0,0,0,-0.330030798,0,0,0,0,0,0
2018/3/1,0,0,0,0,-1,0,0,0,0,1
2018/3/2,0,0,0,0,0,0,0,0,0,0
2018/3/3,0,0,0,0,0,0,0,,0,0
2018/3/4,0,0,0,0,0,0,0,,0,0
2018/3/5,0,0,0,0,0,0,0,0,0,0
2018/3/6,0,0,0,0,0,0,0,0,0,0
2018/3/7,0,0,0,0,1,0,0,0,0,-1
2018/3/8,0,0,0,0,0,0,0,0,0,0
2018/3/9,-1,0,0,0,0,0,0,0,0,0
2018/3/10,0,0,0,0,0,0,0,,0,0
2018/3/11,0,0,0,0,0,0,0,,0,0
2018/3/12,0,0,0,0,0,-1,0,0,0,0
2018/3/13,0,0,0,0,0,0,0,1,1,0
2018/3/14,0,0,0,0,0,0,0,0,0,0
2018/3/15,0,0,-1,0,0,0,0,0,0,0
2018/3/16,0,0,0,0,0,1,0,0,0,0
2018/3/17,0,0.424398434,0,0,0,0,0,,0,0
2018/3/18,0,0.50127307,0,0,0,0,0,,0,0
2018/3/19,0,0.410427997,0,0.339907188,0,0,0,0,0,0
2018/3/20,0,0,0,0.589479029,-1,0,0,0,0,0
2018/3/21,0,0,0,0.842015316,0,0,0,0,0,0
2018/3/22,0,0,0,1,0,0,0,0,0,0
2018/3/23,0,0,0,0.949049462,0,0,0,0,0,0
2018/3/24,0,0,0,0.858289914,0,0,0,,0,0
2018/3/25,0,0,0,0.734347851,0,0,0,,0,0
2018/3/26,0,0,0,0.576098701,0,0,0,0,0,0
2018/3/27,0,0,0,0.389242172,1,0,0,0,0,0
2018/3/28,0,0,0,0.207429364,0,0,0,0,0,0
2018/3/29,0,0,0,0,0,0,0,0,0,0
2018/3/30,0,0,0,0,0,0,0,,0,0
2018/3/31,0,0,0,0,0,0,0,,0,0
2018/4/1,0,0,0,0,0,0,0,,0,0
2018/4/2,0,0,0,0.286693341,0,0,0,,0,0
2018/4/3,0,0,0,0.380081946,0,0,0,0,0,0
2018/4/4,0,0,0,0.443112459,-1,0,0,0,0,0
2018/4/5,0,0.30712978,0,0.484553361,0,0,0,1,1,0
2018/4/6,0,0.380128324,0,0.565514326,1,0,0,0,0,0
2018/4/7,0,0.343473383,0,0.681793543,0,0,0,,0,0
2018/4/8,0,0,0,0.813623461,-1,0,0,,0,0
2018/4/9,0,0,0,0.930820487,0,0,0,0,0,0
2018/4/10,0,0,0,1,0,0,0,0,0,0
2018/4/11,0,0,0,1,0,0,0,0,0,0
2018/4/12,0,0,0,1,0,0,0,0,0,0
2018/4/13,0,0,0,0.930832401,0,0,0,0,0,0
2018/4/14,0,0,0,0.702104065,0,0,0,,0,0
2018/4/15,0,0,0,0.295850033,0,0,0,,0,0
2018/4/16,0,0,0,0,0,0,0,0,0,0
2018/4/17,0,0,0,0,0,0,0,0,0,0
2018/4/18,0,0,0,0,0,0,0,0,0,0
2018/4/19,0,0,0,-0.432597076,0,0,0,0,0,0
2018/4/20,1,-0.311692989,0,-0.612789341,0,0,0,0,0,0
2018/4/21,0,0,0,-0.716154582,0,0,0,,0,0
2018/4/22,0,0,0,-0.80299464,0,0,0,,0,0
2018/4/23,0,-0.47192562,0,-0.871920408,0,0,0,0,0,1
2018/4/24,0,-0.546340136,1,-0.929448023,0,0,0,0,0,0
2018/4/25,0,-0.541610234,0,-0.975765099,0,0,0,0,0,0
2018/4/26,0,0,0,-0.999978283,0,0,0,0,0,0
2018/4/27,0,0,0,-0.999979609,0,0,0,0,0,0
2018/4/28,0,0,0,-0.999979886,0,0,0,,0,0
2018/4/29,0,0,0,-0.99997894,0,0,0,,0,0
2018/4/30,0,0,0,-0.999976658,0,0,0,0,0,0
2018/5/1,0,0,0,-0.991636786,0,0,0,0,0,0
2018/5/2,0,0,0,-0.941578205,0,0,0,0,0,0
2018/5/3,0,0,0,-0.864547222,0,0,0,0,0,0
2018/5/4,0,0,0,-0.826557412,0,0,0,0,0,0
2018/5/5,0,0,0,-0.815560887,0,0,0,,0,0
2018/5/6,0,0,0,-0.812221585,0,0,0,,0,0
2018/5/7,0,0,0,-0.811784592,0,0,0,,0,0
2018/5/8,0,0,0,-0.810200468,0,0,0,1,1,0
2018/5/9,0,0,0,-0.797713238,0,0,0,0,0,0
2018/5/10,0,0,0,-0.763297091,1,0,0,0,0,-1
2018/5/11,0,0,0,-0.597001517,0,0,0,0,0,0
2018/5/12,0,0,0,0,0,0,0,,0,0
2018/5/13,0,0,0,0,0,0,0,,0,0
2018/5/14,0,0,0,0,0,0,0,0,0,0
2018/5/15,-1,0,0,0,0,0,0,0,0,0
2018/5/16,0,0,0,0,0,0,0,0,0,0
2018/5/17,0,0.372536642,0,0,0,0,0,0,0,0
2018/5/18,0,0.350861504,0,0,0,0,0,0,0,0
2018/5/19,0,0.406310897,0,0.287394073,0,0,0,,0,0
2018/5/20,0,0,0,0.434272039,-1,0,0,,0,1
2018/5/21,0,0,-1,0.615756227,0,0,0,0,0,0
2018/5/22,0,0,0,0.810321707,0,0,0,0,0,0
2018/5/23,0,0.314243224,0,0.913689824,1,0,0,0,0,-1
2018/5/24,0,0.302349621,0,0.955539605,0,0,0,0,0,0
2018/5/25,0,0,0,0.956188272,0,0,0,0,0,0
2018/5/26,0,0,0,0.95637865,0,-1,0,,0,0
2018/5/27,0,0,0,0.955863941,0,0,0,,0,0
2018/5/28,0,0.317549863,0,0.954609248,0,0,0,,0,0
2018/5/29,0,0,0,0.953037863,0,0,0,0,0,0
2018/5/30,0,0,0,0.951283307,0,0,0,0,0,0
2018/5/31,0,0,0,0.949476137,0,0,0,0,0,0
2018/6/1,0,0,0,0.947139378,-1,0,0,0,0,0
2018/6/2,0,0,0,0.943822457,0,0,0,,0,0
2018/6/3,0,0,0,0.903467722,0,0,0,,0,0
2018/6/4,0,0,0,0.760348892,0,0,0,0,0,0
2018/6/5,0,0,0,0.588780316,0,0,0,0,0,0
2018/6/6,0,0,0,0.474283729,0,0,0,0,0,0
2018/6/7,0,0,0,0.343880988,0,0,0,0,0,0
2018/6/8,0,0,0,0.213568353,0,1,0,0,0,0
2018/6/9,0,0,0,0,0,0,0,,0,0
2018/6/10,0,0,0,0,1,0,0,,0,0
2018/6/11,0,0,0,0,0,0,0,0,0,0
2018/6/12,0,0,0,0,0,-1,0,0,0,0
2018/6/13,0,0,0,0,0,0,0,0,0,0
2018/6/14,0,0,0,0,0,0,0,0,0,0
2018/6/15,0,0,0,0,0,0,0,0,0,0
2018/6/16,0,0,0,0,0,0,0,,0,0
2018/6/17,0,0,0,0,0,0,0,,0,0
2018/6/18,0,0,0,0.309241863,0,0,0,0,0,0
2018/6/19,0,0,0,0.467465386,-1,0,0,0,0,1
2018/6/20,0,0,0,0.611999891,0,0,0,0,0,0
2018/6/21,0,0,0,0.737616897,0,0,0,0,0,0
2018/6/22,0,0,0,0.762925618,0,0,0,0,0,0
2018/6/23,0,0,0,0.7388109,1,0,0,,0,-1
2018/6/24,0,0,0,0.73556353,0,0,0,,0,0
2018/6/25,0,0,0,0.733697862,0,0,0,0,0,0
2018/6/26,0,0,0,0.726743434,0,0,0,0,0,0
2018/6/27,0,0,0,0.712968134,0,0,0,0,0,0
2018/6/28,0,0,0,0.68767814,0,0,0,0,0,0
2018/6/29,0,0,0,0.649900424,0,0,0,0,0,0
2018/6/30,0,0,0,0.60487886,-1,0,0,,0,0
2018/7/1,0,0,0,0.554409009,0,0,0,,0,1
2018/7/2,0,0,0,0.493779252,0,0,0,0,0,0
2018/7/3,0,0,0,0.386504393,0,0,0,0,0,0
2018/7/4,0,0,0,0,0,0,0,0,0,0
2018/7/5,0,0,0,0,0,0,0,0,0,0
2018/7/6,0,0,0,0,0,0,0,0,0,0
2018/7/7,0,0,0,0,0,0,0,,0,0
2018/7/8,0,0,0,0,0,0,0,,0,0
2018/7/9,0,0,0,0,0,0,0,0,0,-1
2018/7/10,0,0,0,0,0,0,0,0,0,0
2018/7/11,0,0,0,0,1,0,0,0,0,0
2018/7/12,0,0,0,0,0,1,1,0,0,0
2018/7/13,0,0,0,0,0,0,0,0,0,0
2018/7/14,0,0,0,-0.226893796,0,-1,0,,0,0
2018/7/15,0,0,0,0,0,0,0,,0,0
2018/7/16,0,0,0,0,-1,0,0,0,0,0
2018/7/17,0,0,0,0,0,0,0,0,0,1
2018/7/18,1,0,0,0,0,0,0,0,0,0
2018/7/19,0,0,0,0,0,0,0,0,0,0
2018/7/20,0,0,0,0,0,0,0,0,0,0
2018/7/21,0,0,0,0,0,0,0,,0,0
2018/7/22,0,0,0,0,0,0,0,,0,0
2018/7/23,0,0,0,0,0,0,0,0,0,0
2018/7/24,0,-0.346224811,1,0,0,1,0,0,0,0
2018/7/25,0,-0.643168574,0,-0.208096061,0,0,0,0,0,0
2018/7/26,0,-0.560918265,0,-0.280204783,0,0,0,0,0,0
2018/7/27,0,-0.458689553,0,-0.383682266,0,0,0,0,0,0
2018/7/28,0,-0.509819148,0,-0.51349464,0,0,0,,0,0
2018/7/29,0,-0.51269867,0,-0.662027327,0,0,0,,0,0
2018/7/30,0,-0.464075376,0,-0.81732717,0,0,0,0,0,0
2018/7/31,0,0,0,-0.947057912,0,0,0,0,0,0
2018/8/1,0,0,0,-0.999975339,1,0,0,0,0,-1
2018/8/2,0,0,0,-0.974958503,0,0,0,0,0,0
2018/8/3,0,0,0,-0.850456416,0,0,0,0,0,0
2018/8/4,0,0,0,-0.622737837,0,0,0,,0,0
2018/8/5,0,0,0,-0.303343969,0,0,0,,0,0
2018/8/6,0,0,0,0,0,0,0,0,0,0
2018/8/7,0,0,0,0,0,0,0,0,0,0
2018/8/8,-1,0.505481789,0,0,0,0,0,0,0,0
2018/8/9,0,0.557751544,0,0,0,0,0,0,0,0
2018/8/10,0,0.507825733,0,0,0,0,0,0,0,0
2018/8/11,0,0.87767379,0,0.394786687,0,0,0,,0,0
2018/8/12,0,0.675614233,0,0.625090293,0,0,0,,0,0
2018/8/13,0,0.648535877,-1,0.804130715,0,0,0,0,0,0
2018/8/14,0,0.614586091,0,0.933779759,0,0,0,0,0,0
2018/8/15,0,0.376657773,0,1,-1,0,0,0,0,1
2018/8/16,0,0.435357997,0,1,0,0,0,0,0,0
2018/8/17,0,0.37552254,0,1,0,0,0,0,0,0
2018/8/18,0,0,0,0.997748923,0,0,0,,0,0
2018/8/19,0,0,0,0.954036908,0,0,0,,0,0
2018/8/20,0,0,0,0.87319901,0,0,0,0,0,0
2018/8/21,0,0,0,0.754960609,0,0,0,0,0,0
2018/8/22,0,0,0,0.611110405,0,0,0,0,0,0
2018/8/23,0,0,0,0.439604509,0,0,0,0,0,0
2018/8/24,0,0,0,0.253643957,0,0,0,0,0,0
2018/8/25,0,0,0,0,0,0,0,,0,0
2018/8/26,0,0,0,0,0,0,0,,0,0
2018/8/27,0,0,0,0,0,0,0,,0,-1
2018/8/28,0,0,0,0,0,0,0,0,0,0
2018/8/29,0,0,0,-0.429500372,0,0,0,0,0,0
2018/8/30,1,0,0,-0.836135534,0,0,0,0,0,0
2018/8/31,0,0,0,-0.999915608,0,0,0,0,0,0
2018/9/1,0,0,0,-0.999926116,0,0,0,,0,0
2018/9/2,0,0,0,-0.999931291,0,0,0,,0,0
2018/9/3,0,0,0,-0.999934039,0,0,0,0,0,0
2018/9/4,0,0,0,-0.999935711,0,0,0,0,0,0
2018/9/5,0,0,1,-0.99993722,0,0,0,0,0,0
2018/9/6,0,0,0,-0.99993792,1,0,0,0,0,0
2018/9/7,0,0,0,-0.999935692,0,0,0,0,0,0
2018/9/8,-1,0,0,-0.766316155,0,0,0,,0,0
2018/9/9,0,0,0,-0.352001187,0,0,0,,0,0
2018/9/10,0,0,0,0,0,0,0,0,0,0
2018/9/11,0,0,0,0,0,0,0,0,0,0
2018/9/12,0,0,0,0,0,0,0,0,0,0
2018/9/13,0,0,0,0,0,0,0,0,0,0
2018/9/14,0,0,-1,0,-1,0,0,0,0,0
2018/9/15,0,0,0,0,0,0,0,,0,0
2018/9/16,0,0,0,0.33525073,0,0,0,,0,0
2018/9/17,0,0,0,0.395481506,0,0,0,0,0,0
2018/9/18,0,0,0,0.403154482,0,0,0,0,0,0
2018/9/19,0,0,0,0.411360708,0,0,0,0,0,0
2018/9/20,0,0,0,0.432320014,0,0,0,0,0,0
2018/9/21,0,0,0,0.391061375,0,0,0,0,0,0
2018/9/22,0,0,0,0.315931778,0,0,0,,0,0
2018/9/23,0,0,0,0,0,0,0,,0,0
2018/9/24,0,0,0,0,0,0,0,0,0,0
2018/9/25,0,0,0,0,0,0,0,0,0,0
2018/9/26,0,0,0,0,0,0,0,0,0,0
2018/9/27,0,0,0,0,0,0,0,0,0,1
2018/9/28,0,0,0,-0.594149038,0,0,0,0,0,0
2018/9/29,0,0,0,-0.914715646,0,0,0,,0,0
2018/9/30,0,0,0,-0.853967043,0,0,0,,0,0
2018/10/1,0,0,0,-0.72774049,0,0,0,0,0,0
2018/10/2,0,0,0,-0.582945696,0,0,0,0,0,0
2018/10/3,0,0,0,-0.426067566,0,0,0,0,0,0
2018/10/4,0,0,0,-0.248482324,0,0,0,0,0,0
2018/10/5,0,0,0,0,0,0,0,0,0,0
2018/10/6,0,0,0,0,0,0,0,,0,0
2018/10/7,0,0,0,0,0,0,0,,0,0
2018/10/8,0,0,0,0,0,0,0,0,0,0
2018/10/9,1,0,0,0,0,0,0,0,0,0
2018/10/10,0,0,0,0,0,0,0,0,0,0
2018/10/11,-1,0,0,0,1,0,0,0,0,-1
2018/10/12,0,0,0,0,0,0,0,0,0,0
2018/10/13,0,0,0,0.212387373,0,0,0,,0,0
2018/10/14,0,0,0,0.331517359,0,0,0,,0,0
2018/10/15,0,0,0,0.451881493,-1,0,0,0,0,0
2018/10/16,0,0,0,0.535131903,0,0,0,0,0,0
2018/10/17,0,0,0,0.571197514,0,-1,-1,0,0,0
2018/10/18,0,0,0,0.558706698,0,0,0,0,0,0
2018/10/19,0,0,0,0.300537966,0,0,0,0,0,0
2018/10/20,0,0,0,0,0,0,0,,0,0
2018/10/21,0,0,0,0,0,0,0,,0,0
2018/10/22,0,0,0,0,0,0,0,1,1,0
2018/10/23,0,0,0,0,0,1,0,0,0,0
2018/10/24,0,0,0,0,0,-1,0,0,0,0
2018/10/25,0,0,0,0,0,0,0,0,0,0
2018/10/26,0,0,0,0,0,0,0,0,0,0
2018/10/27,0,0,0,0,0,0,0,,0,0
2018/10/28,0,0,0,0,0,0,0,,0,0
2018/10/29,0,0,0,0,0,0,0,0,0,0
2018/10/30,0,0.458787266,0,0,0,0,0,0,0,0
2018/10/31,0,0.464959273,0,0,0,0,0,0,0,1
2018/11/1,0,0,0,0,0,0,0,0,0,0
2018/11/2,0,0,0,0,0,0,0,0,0,0
2018/11/3,0,0,0,0,0,0,0,,0,0
2018/11/4,0,0,0,0,0,0,0,,0,0
2018/11/5,0,0,0,0.439566749,0,0,0,0,0,0
2018/11/6,0,0,0,0.729602584,0,0,0,0,0,0
2018/11/7,0,0,0,0.740517538,0,0,0,0,0,0
2018/11/8,0,0,0,0.482904815,0,0,0,0,0,0
2018/11/9,0,0,0,0,0,1,0,0,0,0
2018/11/10,0,0,0,0,0,0,0,,0,0
2018/11/11,0,0,0,0,0,0,0,,0,0
2018/11/12,0,0,0,0,0,-1,0,0,0,0
2018/11/13,0,0,0,0,0,0,0,0,0,0
2018/11/14,0,0,0,0,0,0,0,0,0,0
2018/11/15,0,0,0,0,1,0,0,0,0,-1
2018/11/16,0,0.476199128,0,0,0,0,0,0,0,0
2018/11/17,0,0.49939634,0,0,0,0,0,,0,0
2018/11/18,0,0.469369484,0,0,0,0,0,,0,0
2018/11/19,0,0.657958591,0,0.311279376,0,0,0,0,0,0
2018/11/20,0,0.764212176,0,0.469407475,0,0,0,0,0,0
2018/11/21,0,0.930612347,0,0.61075908,0,0,0,0,0,0
2018/11/22,0,0.842250658,0,0.742114269,0,0,0,0,0,0
2018/11/23,0,0.855621106,0,0.852924691,0,0,0,1,1,0
2018/11/24,0,0.793200933,0,0.934423267,0,0,0,,0,0
2018/11/25,0,0.830183187,0,0.982499441,0,0,0,,0,0
2018/11/26,0,0.75763691,0,1,0,0,0,0,0,0
2018/11/27,0,0.764960916,0,1,0,0,0,0,0,0
2018/11/28,0,0.441870286,0,1,-1,0,0,0,0,0
2018/11/29,0,0,0,1,0,0,0,0,0,0
2018/11/30,0,0,0,1,0,0,0,0,0,0
2018/12/1,0,0,0,1,0,0,0,,0,0
2018/12/2,0,0,0,0.965407702,0,0,0,,0,0
2018/12/3,0,0,0,0.883687734,0,0,0,1,0,0
2018/12/4,0,0,0,0.777851935,0,0,0,0,0,0
2018/12/5,0,0,0,0.674450999,0,0,0,0,0,0
2018/12/6,0,0,0,0.594149286,1,0,0,0,0,0
2018/12/7,0,0,0,0.535157411,0,0,0,0,0,0
2018/12/8,0,0,0,0.473279809,0,0,0,,0,0
2018/12/9,0,0,0,0.420674301,0,0,0,,0,0
2018/12/10,0,0,0,0.378498947,0,0,0,0,0,0
2018/12/11,0,0,0,0.341854119,0,0,0,0,0,0
2018/12/12,0,0,0,0.305093402,0,0,0,0,0,0
2018/12/13,0,0.499189049,0,0.274416792,-1,0,0,0,0,0
2018/12/14,0,0.578937436,0,0.263364162,0,1,0,0,0,0
2018/12/15,0,0.535169439,0,0.282255969,0,0,0,,0,0
2018/12/16,0,0.588057226,0,0.370271179,0,0,0,,0,0
2018/12/17,0,0.303907037,0,0.533677238,0,0,0,0,0,0
2018/12/18,0,0,0,0.734419248,0,0,0,0,0,0
2018/12/19,0,0,0,0.903685714,0,0,0,0,0,0
2018/12/20,0,0,0,0.865649342,0,0,0,0,0,0
2018/12/21,0,0,0,0.617150539,0,0,0,0,0,0
2018/12/22,0,0,0,0.258272457,0,0,0,,0,0
2018/12/23,0,0,0,0,0,0,0,,0,0
2018/12/24,0,0,0,0,0,0,0,,0,0
2018/12/25,0,0,0,0,0,0,0,,0,0
2018/12/26,0,0,0,0,0,0,0,,0,0
2018/12/27,0,0,0,-0.297582283,0,0,0,0,0,0
2018/12/28,0,0,0,-0.510719461,1,0,0,0,0,0
2018/12/29,0,0,0,-0.578107213,-1,0,0,,0,0
2018/12/30,0,0,0,-0.54802276,0,0,0,,0,0
2018/12/31,0,0,0,-0.473249813,0,0,0,,0,0
2019/1/1,0,0,0,-0.376633385,0,0,0,,0,0
2019/1/2,0,0,0,-0.256318719,0,0,0,0,0,0
2019/1/3,0,0,0,0,0,0,0,0,0,0
2019/1/4,0,0,0,0,0,0,0,0,0,0
2019/1/5,0,0,0,0,0,0,0,,0,0
2019/1/6,0,0,0,0,0,0,0,,0,0
2019/1/7,0,0,0,0,0,0,0,0,0,0
2019/1/8,1,0,0,0,0,0,0,0,0,0
2019/1/9,0,0,0,0,0,0,0,0,0,0
2019/1/10,0,0,0,0,0,0,0,0,0,0
2019/1/11,-1,0,0,0,1,0,0,0,0,0
2019/1/12,0,0,0,0,0,0,0,,0,0
2019/1/13,0,0,0,0,0,0,0,,0,0
2019/1/14,0,0,0,0,0,0,0,0,0,0
2019/1/15,0,0,0,0,0,0,0,0,0,0
2019/1/16,0,0,0,0,0,0,0,0,0,0
2019/1/17,0,0,0,0,-1,0,0,0,0,0
2019/1/18,0,0,0,0,0,0,0,0,0,0
2019/1/19,0,0,0,0,0,0,0,,0,0
2019/1/20,0,0,0,0,0,0,0,,0,0
2019/1/21,0,0,0,0,0,0,0,0,0,0
2019/1/22,0,0,0,0,0,0,0,0,0,0
2019/1/23,0,0,0,0.201149843,0,0,0,0,0,0
2019/1/24,0,0,0,0.411961305,0,0,0,0,0,0
2019/1/25,0,0,0,0.649468399,0,0,0,0,0,0
2019/1/26,0,0,0,0.746543185,0,0,0,,0,0
2019/1/27,0,0,0,0.739989271,0,0,0,,0,0
2019/1/28,0,0,0,0.712704929,0,0,0,0,0,0
2019/1/29,0,0,0,0.65613151,0,0,0,0,0,0
2019/1/30,0,0,0,0.56592862,0,0,0,0,0,0
2019/1/31,0,0,0,0.450711656,0,0,0,0,0,0
2019/2/1,0,0,0,0.342918762,0,0,0,0,0,0
2019/2/2,0,0,0,0.294642963,0,0,0,,0,0
2019/2/3,0,0,0,0.326978108,0,0,0,,0,0
2019/2/4,0,0,0,0.441441134,0,0,0,0,0,0
2019/2/5,0,0,0,0.670846553,0,0,0,0,0,0
2019/2/6,0,0,0,0.881508161,0,0,0,0,0,0
2019/2/7,0,0,0,1,0,0,0,0,0,0
2019/2/8,0,0,0,1,0,-1,-1,0,0,0
2019/2/9,0,0,0,1,0,0,0,,0,0
2019/2/10,0,0,0,0.942681323,0,0,0,,0,0
2019/2/11,0,0,0,0.624538682,0,0,0,0,0,0
2019/2/12,0,0,0,0,0,0,0,0,0,0
2019/2/13,0,0,0,0,0,0,0,0,0,0
2019/2/14,0,0,0,0,0,0,0,0,0,0
2019/2/15,0,0,0,0,0,0,0,0,0,0
2019/2/16,1,0,0,0,0,0,0,,0,0
2019/2/17,0,0,0,-0.484461946,0,0,0,,0,0
2019/2/18,0,0,0,-0.700615129,0,1,0,0,0,0
2019/2/19,0,-0.311084827,0,-0.81094146,0,0,0,0,0,0
2019/2/20,0,-0.311736567,1,-0.886783069,0,0,0,0,0,0
2019/2/21,0,-0.573872217,0,-0.91255974,0,0,0,0,0,0
2019/2/22,0,-0.461674006,0,-0.934689492,0,0,0,0,0,0
2019/2/23,0,0,0,-0.978451975,0,0,0,,0,0
2019/2/24,0,-0.407015528,0,-0.981674346,0,0,0,,0,0
2019/2/25,0,0,0,-0.983703427,0,0,0,0,0,0
2019/2/26,0,0,0,-0.984442358,0,0,0,0,0,0
2019/2/27,0,0,0,-0.984059335,0,0,0,0,0,0
2019/2/28,0,0,0,-0.982613831,0,0,0,0,0,0
2019/3/1,0,0,0,-0.837819824,0,0,0,0,0,0
2019/3/2,0,0,0,-0.594863405,0,0,0,,0,0
2019/3/3,0,0,0,-0.347691516,0,0,0,,0,0
2019/3/4,0,0,0,0,0,0,0,0,0,1
2019/3/5,0,0,0,0,0,0,0,0,0,0
2019/3/6,0,0,0,0,0,0,0,0,0,0
2019/3/7,0,0,0,0,0,0,0,0,0,0
2019/3/8,0,0,0,0,0,0,0,0,0,0
2019/3/9,0,0,0,0,0,0,0,,0,0
2019/3/10,0,0,0,0,0,0,0,,0,0
2019/3/11,0,0,0,0,0,0,0,0,0,0
2019/3/12,0,0,0,0,0,0,0,0,0,0
2019/3/13,0,0,0,0,0,0,0,0,0,-1
2019/3/14,0,0,0,0,0,0,0,0,0,0
2019/3/15,0,0,0,0,0,0,0,1,1,0
2019/3/16,0,0,0,0,0,0,0,,0,0
2019/3/17,0,0,0,0,0,0,0,,0,0
2019/3/18,0,0,0,0,0,0,0,0,0,0
2019/3/19,0,0,0,0,0,0,0,0,0,0
2019/3/20,0,0,0,-0.538129956,0,0,0,0,0,0
2019/3/21,0,0,0,-0.868246226,0,0,0,0,0,0
2019/3/22,0,0,0,-0.999741205,0,0,0,0,0,0
2019/3/23,0,0,0,-0.999761919,0,0,0,,0,0
2019/3/24,0,0,0,-0.999765646,0,0,0,,0,0
2019/3/25,0,0,0,-0.999753539,0,0,0,0,0,0
2019/3/26,0,0,0,-0.999724004,0,0,0,0,0,0
2019/3/27,0,0,0,-0.927436793,0,0,0,0,0,0
2019/3/28,0,0,0,-0.686254162,0,0,0,0,0,0
