date,gold,bit
2019-01-25,1293.9,3586.25
2019-01-26,,3577.79
2019-01-27,,3576.3
2019-01-28,1302.15,3554.5
2019-01-29,1307.55,3448.5801
2019-01-30,1310.7,3421.6001
2019-01-31,1323.25,3470
2019-02-01,1318.7,3444.8101
2019-02-02,,3475.3301
2019-02-03,,3506.22
2019-02-04,1312.15,3456.02
2019-02-05,1314.2,3452.3501
2019-02-06,1312.4,3467.3401
2019-02-07,1310,3405.7
2019-02-08,1314.85,3394.76
2019-02-09,,3661.0801
2019-02-10,,3664.3799
2019-02-11,1306.4,3686.29
2019-02-12,1310,3629.47
2019-02-13,1312.8,3632.4199
2019-02-14,1311.45,3614.5
2019-02-15,1316.55,3600.3101
2019-02-16,,3608.2
2019-02-17,,3619.55
2019-02-18,1325.5,3670.74
2019-02-19,1334.15,3910.8
2019-02-20,1343.75,3926.53
2019-02-21,1331.25,3987.1799
2019-02-22,1329.05,3944.8799
2019-02-23,,3983.48
2019-02-24,,4139.6001
2019-02-25,1331.05,3766.8899
2019-02-26,1325.05,3848.3301
2019-02-27,1322.85,3831.45
2019-02-28,1319.15,3833.23
2019-03-01,1311.95,3850.0801
2019-03-02,,3834.6201
2019-03-03,,3831.4399
2019-03-04,1285.4,3814.5801
2019-03-05,1283.8,3730.98
2019-03-06,1285.85,3872.25
2019-03-07,1285.3,3876.8501
2019-03-08,1296.75,3886.8201
2019-03-09,,3875.96
2019-03-10,,3950.5601
2019-03-11,1292.75,3928.1699
2019-03-12,1297.05,3881.0901
2019-03-13,1306.95,3892.51
2019-03-14,1295.55,3877.77
2019-03-15,1303.5,3885.21
2019-03-16,,3936.5
2019-03-17,,4015.95
2019-03-18,1305.6,3994.9199
2019-03-19,1307.7,3998.77
2019-03-20,1303.7,4029.1101
2019-03-21,1309.6,4056.3999
2019-03-22,1311.3,3992.3401
2019-03-23,,3999.0601
2019-03-24,,4011.9199
2019-03-25,1319.55,3994.1101
2019-03-26,1316.3,3935.8899
2019-03-27,1309.7,3947.74
2019-03-28,1295.15,4048.51
2019-03-29,1295.4,4037.3701
2019-03-30,,4115.5498
2019-03-31,,4114.4399
2019-04-01,1293.5,4114.1602
2019-04-02,1290.3,4152.5298
2019-04-03,1290.45,4882.8799
2019-04-04,1283.15,4959.8101
2019-04-05,1288.45,4911.2402
2019-04-06,,5028.77
2019-04-07,,5053.52
2019-04-08,1300,5189.3901
2019-04-09,1303,5268.71
2019-04-10,1305.45,5175.8101
2019-04-11,1298.8,5310.1802
2019-04-12,1294.3,5035.02
2019-04-13,,5072.8501
2019-04-14,,5064.6201
2019-04-15,1285.65,5152.5098
2019-04-16,1276.35,5036.1802
2019-04-17,1275.85,5196.6499
2019-04-18,1275.7,5220.3701
2019-04-19,,5276.3101
2019-04-20,,5277.04
2019-04-21,,5309.2798
2019-04-22,,5281.8301
2019-04-23,1269.5,5377.1899
2019-04-24,1271.65,5518.1602
2019-04-25,1280.8,5434.1899
2019-04-26,1284.2,5195.6099
2019-04-27,,5292.8301
2019-04-28,,5280.1899
2019-04-29,1279.5,5301.29
2019-04-30,1282.3,5260.6499
2019-05-01,1283.8,5269.79
2019-05-02,1270.95,5326.6699
2019-05-03,1278.55,5390.1602
2019-05-04,,5657.1401
2019-05-05,,5771.0801
2019-05-06,,5717.6602
2019-05-07,1281.2,5684.4702
2019-05-08,1285.2,5755.7202
2019-05-09,1286.1,5936.7202
2019-05-10,1287.1,6146.9102
2019-05-11,,6348.02
2019-05-12,,7248.3101
2019-05-13,1295.6,6978.6299
2019-05-14,1298.4,7823.1099
2019-05-15,1299.1,7992.6899
2019-05-16,1291.7,8206.9004
2019-05-17,1280.8,7885.96
2019-05-18,,7362.2202
2019-05-19,,7265.0498
2019-05-20,1276.85,8193.7002
2019-05-21,1271.15,8007.0298
2019-05-22,1273.8,7952.5
2019-05-23,1283.65,7625.9302
2019-05-24,1282.5,7880.29
2019-05-25,,8003.2598
2019-05-26,,8071.4502
2019-05-27,,8744.4199
2019-05-28,1278.3,8770.0596
2019-05-29,1281.65,8719.8799
2019-05-30,1280.95,8662.9805
2019-05-31,1295.55,8272.46
2019-06-01,,8553.8096
2019-06-02,,8554.7998
2019-06-03,1317.1,8739.0303
2019-06-04,1324.25,8134.9199
2019-06-05,1335.05,7675.7998
2019-06-06,1335.5,7786.04
2019-06-07,1340.65,7803.23
2019-06-08,,7998.29
2019-06-09,,7931.3398
2019-06-10,1328.6,7640.6099
2019-06-11,1324.3,8020.3799
2019-06-12,1332.35,7917.5801
2019-06-13,1335.9,8173.0601
2019-06-14,1351.25,8237.8799
2019-06-15,,8693.5996
2019-06-16,,8859.4697
2019-06-17,1341.3,8978.9902
2019-06-18,1341.35,9327.4805
2019-06-19,1344.05,9076.1797
2019-06-20,1379.5,9281.7002
2019-06-21,1397.15,9531.3496
2019-06-22,,10209.38
2019-06-23,,10668.63
2019-06-24,1405.7,10814.48
2019-06-25,1431.4,11017.5
2019-06-26,1403.95,11766.4
2019-06-27,1402.5,12932.55
2019-06-28,1409,11132.85
2019-06-29,,12374.35
2019-06-30,,11890.38
2019-07-01,1390.1,10737.73
2019-07-02,1391.05,10578.72
2019-07-03,1413.5,10805.4
2019-07-04,1414.9,11984.76
2019-07-05,1388.65,11160.49
2019-07-06,,10955.16
2019-07-07,,11232.04
2019-07-08,1400.1,11477.01
2019-07-09,1391.55,12313.08
2019-07-10,1408.3,12586.78
2019-07-11,1413.75,12099.9
2019-07-12,1407.6,11352.87
2019-07-13,,11803.97
2019-07-14,,11389.1
2019-07-15,1412.4,10186.96
2019-07-16,1409.85,10873.5
2019-07-17,1410.35,9397.7197
2019-07-18,1417.45,9674.2803
2019-07-19,1439.7,10638.56
2019-07-20,,10535.75
2019-07-21,,10764.9
2019-07-22,1427.75,10587.41
2019-07-23,1425.55,10323.62
2019-07-24,1426.95,9844.2998
2019-07-25,1416.1,9772.1699
2019-07-26,1420.4,9875.1699
2019-07-27,,9848.6504
2019-07-28,,9473.9902
2019-07-29,1419.05,9530
2019-07-30,1425.9,9501.3301
2019-07-31,1427.55,9589.1299
2019-08-01,1406.8,10084.7
2019-08-02,1441.75,10407.17
2019-08-03,,10529.55
2019-08-04,,10814.57
2019-08-05,1465.25,10980.23
2019-08-06,1465.25,11787.99
2019-08-07,1506.05,11465.67
2019-08-08,1495.75,11960.82
2019-08-09,1497.7,11996.41
2019-08-10,,11856.64
2019-08-11,,11282.22
2019-08-12,1504.7,11566.84
2019-08-13,1498.4,11386.26
2019-08-14,1513.25,10858.12
2019-08-15,1515.65,10016.96
2019-08-16,1515.25,10302.17
2019-08-17,,10359.44
2019-08-18,,10214.52
2019-08-19,1496.6,10317.6
2019-08-20,1504.55,10917.26
2019-08-21,1503.25,10760.56
2019-08-22,1502.05,10129.4
2019-08-23,1503.8,10111.98
2019-08-24,,10405.81
2019-08-25,,10143.8
2019-08-26,,10135.06
2019-08-27,1532.95,10360.28
2019-08-28,1537.15,10171.95
2019-08-29,1540.2,9717.8203
2019-08-30,1528.4,9484.5498
2019-08-31,,9577.9902
2019-09-01,,9600.9004
2019-09-02,1525.95,9769.79
2019-09-03,1537.85,10386.64
2019-09-04,1546.1,10621.29
2019-09-05,1529.1,10584.16
2019-09-06,1523.7,10577.8
2019-09-07,,10317.47
2019-09-08,,10487.21
2019-09-09,1509.2,10406.31
2019-09-10,1498.25,10313.66
2019-09-11,1490.65,10101.03
2019-09-12,1515.2,10159.32
2019-09-13,1503.1,10420.16
2019-09-14,,10363.9
2019-09-15,,10361.33
2019-09-16,1497.2,10310.43
2019-09-17,1502.1,10265.63
2019-09-18,1503.5,10190.36
2019-09-19,1500.7,10157.59
2019-09-20,1501.9,10275.88
2019-09-21,,10173.11
2019-09-22,,9979.4902
2019-09-23,1522.1,10033.05
2019-09-24,1520.65,9683.3799
2019-09-25,1528.75,8553.6104
2019-09-26,1506.4,8432.2305
2019-09-27,1489.9,8055.6401
2019-09-28,,8193.9004
2019-09-29,,8225
2019-09-30,1485.3,8056.7402
2019-10-01,1473.45,8307.7402
2019-10-02,1492.6,8322.9199
2019-10-03,1517.1,8382.0303
2019-10-04,1499.15,8236.1699
2019-10-05,,8155.48
2019-10-06,,8147.6899
2019-10-07,1501.25,7869.7402
2019-10-08,1505.85,8212.0195
2019-10-09,1507.25,8190
2019-10-10,1494.8,8587.9199
2019-10-11,1479.15,8586.9004
2019-10-12,,8269.7305
2019-10-13,,8308.0098
2019-10-14,1490.6,8283.7598
2019-10-15,1487.8,8353.54
2019-10-16,1485.1,8162.1602
2019-10-17,1492.65,8002.5098
2019-10-18,1490,8076.7798
2019-10-19,,7954.1499
2019-10-20,,7960.04
2019-10-21,1491.65,8231.0596
2019-10-22,1485.35,8222.5195
2019-10-23,1494.45,8026.7598
2019-10-24,1496.55,7469.5601
2019-10-25,1513.45,7431.8799
2019-10-26,,8666.79
2019-10-27,,9259.7998
2019-10-28,1492.4,9551.54
2019-10-29,1486.75,9218.7598
2019-10-30,1492.1,9433.3496
2019-10-31,1510.95,9164.6201
2019-11-01,1508.8,9147.9805
2019-11-02,,9252.9902
2019-11-03,,9301.1797
2019-11-04,1509.45,9206.1602
2019-11-05,1488.95,9418.0498
2019-11-06,1486.05,9310.1904
2019-11-07,1484.25,9343.3398
2019-11-08,1464.15,9204.2402
2019-11-09,,8766.04
2019-11-10,,8809.4102
2019-11-11,1458.7,9037.1201
2019-11-12,1452.05,8717.8096
2019-11-13,1462.9,8801.5195
2019-11-14,1466.65,8762.4199
2019-11-15,1466.9,8632.3203
2019-11-16,,8457.6904
2019-11-17,,8482.7002
2019-11-18,1467.65,8503.9297
2019-11-19,1468.45,8175.9902
2019-11-20,1471.7,8120.7998
2019-11-21,1467.05,8081.8101
2019-11-22,1464.45,7617.0698
2019-11-23,,7286.3501
2019-11-24,,7324.0298
2019-11-25,1458.4,6907.3999
2019-11-26,1454.65,7130.25
2019-11-27,1454.35,7163.6299
2019-11-28,1454.65,7523.8301
2019-11-29,1460.15,7431
2019-11-30,,7757.4702
2019-12-01,,7557.7202
2019-12-02,1461.15,7402.6899
2019-12-03,1477.3,7309.5898
2019-12-04,1475.1,7296.77
2019-12-05,1475.95,7192.8501
2019-12-06,1459.65,7395.9702
2019-12-07,,7547.1899
2019-12-08,,7504.8301
2019-12-09,1461.7,7522.3901
2019-12-10,1464.95,7337.4199
2019-12-11,1466.8,7220.7598
2019-12-12,1467.8,7202.3101
2019-12-13,1466.6,7189.1602
2019-12-14,,7251.8701
2019-12-15,,7067.7402
2019-12-16,1477.9,7111.1401
2019-12-17,1475.8,6879.54
2019-12-18,1474.05,6612.1201
2019-12-19,1476.7,7284.29
2019-12-20,1479,7150.8599
2019-12-21,,7190.1699
2019-12-22,,7143.2002
2019-12-23,1482.1,7514.4102
2019-12-24,,7322.0801
2019-12-25,,7250.6899
2019-12-26,,7192.7202
2019-12-27,1511.5,7194.3999
2019-12-28,,7243.9302
2019-12-29,,7301.0698
2019-12-30,1514.75,7385.3599
2019-12-31,,7219.6001
2020-01-01,,7168.3101
2020-01-02,1527.1,7175.6802
2020-01-03,1548.75,6944.3301
2020-01-04,,7326.3501
2020-01-05,,7347.8901
2020-01-06,1573.1,7351.5698
2020-01-07,1567.85,7759.2402
2020-01-08,1571.95,8165.4702
2020-01-09,1550.75,8042.6499
2020-01-10,1553.6,7817.9199
2020-01-11,,8184.6602
2020-01-12,,8021.4902
2020-01-13,1549.9,8173.9702
2020-01-14,1545.1,8105.2402
2020-01-15,1549,8842.4199
2020-01-16,1554.55,8813.8896
2020-01-17,1557.6,8722.0303
2020-01-18,,8900.3398
2020-01-19,,8910.8496
2020-01-20,1560.15,8703.3604
2020-01-21,1551.3,8626.4697
2020-01-22,1556.9,8722.2598
2020-01-23,1562.9,8658.9404
2020-01-24,1564.3,8388.1104
2020-01-25,,8428.1699
2020-01-26,,8327.3604
2020-01-27,1580.1,8588.4199
2020-01-28,1574,8895.7803
2020-01-29,1573.45,9385.6904
2020-01-30,1578.25,9279.8096
2020-01-31,1584.2,9502.3701
2020-02-01,,9333.7695
2020-02-02,,9378.0898
2020-02-03,1574.75,9314.5596
2020-02-04,1558.35,9162.1396
2020-02-05,1553.3,9162.1396
2020-02-06,1563.3,9614.9004
2020-02-07,1572.65,9755.6602
2020-02-08,,9807.54
2020-02-09,,9907.1201
2020-02-10,1573.2,10162.41
2020-02-11,1570.5,9854.79
2020-02-12,1563.7,10275.38
2020-02-13,1575.05,10354.3
2020-02-14,1581.4,10242.43
2020-02-15,,10368.53
2020-02-16,,9904.1699
2020-02-17,1580.8,9937.6699
2020-02-18,1589.85,9703.9297
2020-02-19,1604.2,10180.65
2020-02-20,1619,9604.7197
2020-02-21,1643.3,9606.8604
2020-02-22,,9696.5801
2020-02-23,,9669.6299
2020-02-24,1671.65,9989.3896
2020-02-25,1650.3,9663.75
2020-02-26,1634.9,9309.1504
2020-02-27,1652,8785.5195
2020-02-28,1609.85,8804.7197
2020-02-29,,8712.3496
2020-03-01,,8534.1699
2020-03-02,1599.65,8912.8203
2020-03-03,1615.5,8912.8203
2020-03-04,1641.85,8754.3398
2020-03-05,1659.6,8758.9004
2020-03-06,1683.65,9067.3896
2020-03-07,,9155.8896
2020-03-08,,8898.6299
2020-03-09,1672.5,8039.3799
2020-03-10,1655.7,7931.9399
2020-03-11,1653.75,7885.46
2020-03-12,1570.7,7936.6499
2020-03-13,1562.8,4830.21
2020-03-14,,5609.0298
2020-03-15,,5166.2598
2020-03-16,1487.7,5348.4399
2020-03-17,1536.2,5026.3501
2020-03-18,1498.2,5357.6099
2020-03-19,1474.25,5410.23
2020-03-20,1494.4,6195.2002
2020-03-21,,6226.4399
2020-03-22,,6189.8501
2020-03-23,1525.4,5822.6201
2020-03-24,1605.75,6502.1602
2020-03-25,1605.45,6768.4902
2020-03-26,1634.8,6698.46
2020-03-27,1617.3,6763.75
2020-03-28,,6369.0898
2020-03-29,,6260.9502
2020-03-30,1618.3,5885.4102
2020-03-31,1608.95,6405.29
2020-04-01,1576.55,6428.2798
2020-04-02,1616.8,6652.8701
2020-04-03,1613.1,6809.1099
2020-04-04,,6741.6699
2020-04-05,,6871.6899
2020-04-06,1648.3,6777.4399
2020-04-07,1649.25,7343.2002
2020-04-08,1647.8,7205.5498
2020-04-09,1680.65,7365.0298
2020-04-10,,7293.6899
2020-04-11,,6873.2402
2020-04-12,,6891.6001
2020-04-13,,6915.3701
2020-04-14,1741.9,6857.6602
2020-04-15,1718.65,6871.9502
2020-04-16,1729.5,6623.7998
2020-04-17,1692.55,7112.27
2020-04-18,,7034.8901
2020-04-19,,7259.3599
2020-04-20,1686.2,7130.04
2020-04-21,1682.05,6840.2402
2020-04-22,1710.55,6852.52
2020-04-23,1736.25,7130.9902
2020-04-24,1715.9,7477.6001
2020-04-25,,7507.0801
2020-04-26,,7549.52
2020-04-27,1714.95,7699.27
2020-04-28,1691.55,7790.6602
2020-04-29,1703.35,7765.3301
2020-04-30,1702.75,8777.6299
2020-05-01,1686.25,8628.7695
2020-05-02,,8824.6602
2020-05-03,,8973.8203
2020-05-04,1709.1,8903.9502
2020-05-05,1699.55,8885.9297
2020-05-06,1691.5,9030.96
2020-05-07,1704.05,9170.79
2020-05-08,,10002.48
2020-05-09,,9821.7998
2020-05-10,,9527.3896
2020-05-11,1702.75,8754.46
2020-05-12,1702.4,8617.25
2020-05-13,1708.4,8814.5303
2020-05-14,1731.6,9305.9297
2020-05-15,1735.35,9790.3096
2020-05-16,,9303.5898
2020-05-17,,9385.7002
2020-05-18,1734.7,9669.4004
2020-05-19,1737.95,9719.3701
2020-05-20,1748.3,9785.7402
2020-05-21,1724.9,9510.6699
2020-05-22,1733.55,9057.5703
2020-05-23,,9167.2598
2020-05-24,,9178.3203
2020-05-25,,8730.7305
2020-05-26,1720.25,8899.6602
2020-05-27,1694.6,8842.8496
2020-05-28,1717.35,9197.54
2020-05-29,1728.7,9569.21
2020-05-30,,9425.9805
2020-05-31,,9698.0996
2020-06-01,1730.6,9450.8398
2020-06-02,1742.15,10204.23
2020-06-03,1705.35,9525.5703
2020-06-04,1700.05,9658.04
2020-06-05,1683.45,9794.5596
2020-06-06,,9623.75
2020-06-07,,9670.4297
2020-06-08,1690.35,9753.8496
2020-06-09,1713.5,9782.5898
2020-06-10,1722.05,9775.1504
2020-06-11,1738.25,9892.1299
2020-06-12,1733.5,9286.4199
2020-06-13,,9459.9697
2020-06-14,,9473.5
2020-06-15,1710.45,9330.0703
2020-06-16,1719.85,9426.7002
2020-06-17,1724.35,9526
2020-06-18,1719.5,9454.8096
2020-06-19,1734.75,9380.0303
2020-06-20,,9300.1504
2020-06-21,,9357.4297
2020-06-22,1761.85,9284.7803
2020-06-23,1768.9,9691.9004
2020-06-24,1766.05,9621.4902
2020-06-25,1756.55,9276.5801
2020-06-26,1747.6,9240.8496
2020-06-27,,9154.4502
2020-06-28,,9004.2305
2020-06-29,1771.6,9127.4697
2020-06-30,1768.1,9185.3496
2020-07-01,1771.05,9133.9697
2020-07-02,1777.45,9236.3799
2020-07-03,1772.9,9087.9805
2020-07-04,,9072.4199
2020-07-05,,9131.3096
2020-07-06,1787.9,9089.0898
2020-07-07,1789.55,9348.9102
2020-07-08,1811.1,9256.2305
2020-07-09,1812.1,9440.0703
2020-07-10,1803.1,9238.04
2020-07-11,,9287.4004
2020-07-12,,9235.96
2020-07-13,1807.5,9295.9004
2020-07-14,1801.9,9238.1299
2020-07-15,1804.6,9254.5195
2020-07-16,1807.7,9193.5098
2020-07-17,1807.35,9131
2020-07-18,,9154.1904
2020-07-19,,9174.71
2020-07-20,1815.65,9214.6602
2020-07-21,1842.55,9163.8701
2020-07-22,1852.4,9392.6602
2020-07-23,1878.3,9537.4004
2020-07-24,1902.1,9613.1104
2020-07-25,,9551.2803
2020-07-26,,9707.5
2020-07-27,1936.65,9938.8301
2020-07-28,1940.9,11042.4
2020-07-29,1950.9,10934.94
2020-07-30,1957.65,11102.67
2020-07-31,1964.9,11114.93
2020-08-01,,11343.88
2020-08-02,,11823.69
2020-08-03,1958.55,11077.77
2020-08-04,1977.9,11242.57
2020-08-05,2048.1499,11194.25
2020-08-06,2067.1499,11750.28
2020-08-07,2031.15,11772.94
2020-08-08,,11605.6
2020-08-09,,11767.6
2020-08-10,2044.5,11684.06
2020-08-11,1939.65,11893.03
2020-08-12,1931.9,11392.43
2020-08-13,1944.25,11573.11
2020-08-14,1944.75,11777.43
2020-08-15,,11774.38
2020-08-16,,11873.98
2020-08-17,1972.85,11914.01
2020-08-18,2008.75,12293.72
2020-08-19,1981,11969.53
2020-08-20,1927.15,11734
2020-08-21,1924.35,11865.82
2020-08-22,,11522.8
2020-08-23,,11683.44
2020-08-24,1943.95,11653.02
2020-08-25,1911.15,11763.93
2020-08-26,1932.95,11337.4
2020-08-27,1923.85,11467.37
2020-08-28,1957.35,11302.01
2020-08-29,,11534.75
2020-08-30,,11481.64
2020-08-31,,11707.78
2020-09-01,1972.35,11659.57
2020-09-02,1947.05,11923.25
2020-09-03,1940.45,11397.44
2020-09-04,1926.3,10187.51
2020-09-05,,10467.89
2020-09-06,,10159.62
2020-09-07,1928.45,10254.93
2020-09-08,1910.95,10367.74
2020-09-09,1947.2,10121.52
2020-09-10,1966.25,10227.83
2020-09-11,1947.4,10352.66
2020-09-12,,10395.44
2020-09-13,,10446.44
2020-09-14,1958.7,10330.77
2020-09-15,1949.35,10674.64
2020-09-16,1961.8,10785.62
2020-09-17,1936.25,10948.43
2020-09-18,1950.85,10943.89
2020-09-19,,10931.79
2020-09-20,,11081.43
2020-09-21,1909.35,10919.65
2020-09-22,1906,10430.46
2020-09-23,1873.4,10532.22
2020-09-24,1861.75,10234.48
2020-09-25,1859.7,10732.43
2020-09-26,,10692.84
2020-09-27,,10732.4
2020-09-28,1864.3,10774.24
2020-09-29,1883.95,10692.33
2020-09-30,1886.9,10840.8
2020-10-01,1902,10777.92
2020-10-02,1903.05,10619.24
2020-10-03,,10575.06
2020-10-04,,10551.77
2020-10-05,1909.6,10673.46
2020-10-06,1913.4,10788.56
2020-10-07,1884.5,10603.74
2020-10-08,1887.45,10670.8
2020-10-09,1923.25,10923.3
2020-10-10,,11063.19
2020-10-11,,11302.67
2020-10-12,1925.5,11376.61
2020-10-13,1891.3,11540.04
2020-10-14,1910.05,11428.24
2020-10-15,1891.9,11431.32
2020-10-16,1905.05,11503.73
2020-10-17,,11327.57
2020-10-18,,11366.51
2020-10-19,1905.6,11508.2
2020-10-20,1898.4,11758.16
2020-10-21,1924.15,11925.46
2020-10-22,1900.95,12831.56
2020-10-23,1903.65,12990.25
2020-10-24,,12944.52
2020-10-25,,13128.46
2020-10-26,1898.45,13036.77
2020-10-27,1905.7,13076.37
2020-10-28,1869.95,13651.47
2020-10-29,1870.3,13289
2020-10-30,1881.85,13458.66
2020-10-31,,13564.72
2020-11-01,,13810.32
2020-11-02,1889.9,13758.88
2020-11-03,1908.3,13575.17
2020-11-04,1900.15,14023.31
2020-11-05,1938.45,14155.59
2020-11-06,1940.8,15591.39
2020-11-07,,15595.77
2020-11-08,,14839.84
2020-11-09,1867.3,15490.6
2020-11-10,1878.7,15328.53
2020-11-11,1860.95,15317.04
2020-11-12,1874.85,15708.65
2020-11-13,1890.9,16295.57
2020-11-14,,16339.33
2020-11-15,,16091.07
2020-11-16,1885.6,15968.16
2020-11-17,1889.05,16725.15
2020-11-18,1876.1,17679.721
2020-11-19,1857.35,17798.449
2020-11-20,1875.7,17820.57
2020-11-21,,18687.449
2020-11-22,,18699.75
2020-11-23,1840.2,18422.279
2020-11-24,1799.6,18398.91
2020-11-25,1810.2,19172.52
2020-11-26,1807.4,18739.801
2020-11-27,1779.3,17151.439
2020-11-28,,17138.869
2020-11-29,,17732.42
2020-11-30,1762.55,18191.6
2020-12-01,1810.75,19709.73
2020-12-02,1822.6,18792.52
2020-12-03,1832.35,19226.971
2020-12-04,1843,19454.539
2020-12-05,,18670.49
2020-12-06,,19155.061
2020-12-07,1859.95,19377.66
2020-12-08,1868.15,19181.41
2020-12-09,1841.75,18318.869
2020-12-10,1844.35,18554.15
2020-12-11,1842,18247.76
2020-12-12,,18029.359
2020-12-13,,18803.439
2020-12-14,1831.15,19164.48
2020-12-15,1850.65,19276.59
2020-12-16,1851.95,19439.75
2020-12-17,1890.75,21379.48
2020-12-18,1879.75,22847.461
2020-12-19,,23150.789
2020-12-20,,23869.92
2020-12-21,1880,23490.58
2020-12-22,1877.1,22745.48
2020-12-23,1875,23824.99
2020-12-24,,23253.369
2020-12-25,,23715.529
2020-12-26,,24693.58
2020-12-27,,26443.211
2020-12-28,,26246.58
2020-12-29,1874.3,27036.689
2020-12-30,1887.6,27376.369
2020-12-31,,28856.59
2021-01-01,,28982.561
2021-01-02,,29393.75
2021-01-03,,32195.461
2021-01-04,1943.2,33000.781
2021-01-05,1940.35,32035.029
2021-01-06,1931.95,34046.672
2021-01-07,1920.1,36860.41
2021-01-08,1862.9,39486.039
2021-01-09,,40670.25
2021-01-10,,40240.719
2021-01-11,1847.25,38240.09
2021-01-12,1841.25,35544.941
2021-01-13,1858.85,34011.82
2021-01-14,1841.75,37393.129
2021-01-15,1839,39158.469
2021-01-16,,36828.52
2021-01-17,,36065.199
2021-01-18,1833.05,35793.012
2021-01-19,1834.7,36632.352
2021-01-20,1856.6,36020.129
2021-01-21,1862.1,35538.98
2021-01-22,1852.7,30797.881
2021-01-23,,33002.379
2021-01-24,,32099.74
2021-01-25,1856.85,32276.84
2021-01-26,1856.6,32243.26
2021-01-27,1843,32541.801
2021-01-28,1853.7,30419.17
2021-01-29,1863.8,33403.172
2021-01-30,,34314.262
2021-01-31,,34318.102
2021-02-01,1862.95,33136.461
2021-02-02,1833.1,33522.898
2021-02-03,1835.45,35529.66
2021-02-04,1785.9,37676.25
2021-02-05,1802.95,37002.09
2021-02-06,,38278.609
2021-02-07,,39323.262
2021-02-08,1835.25,38928.102
2021-02-09,1839.6,46364.301
2021-02-10,1842.65,46589.578
2021-02-11,1840.1,44878.172
2021-02-12,1816.35,48013.379
2021-02-13,,47471.398
2021-02-14,,47185.191
2021-02-15,1817.3,48720.371
2021-02-16,1794.25,47951.852
2021-02-17,1780.7,49160.102
2021-02-18,1773.15,52118.23
2021-02-19,1786.2,51608.148
2021-02-20,,55916.5
2021-02-21,,56001.199
2021-02-22,1807.45,57487.859
2021-02-23,1799.65,54123.398
2021-02-24,1788,48880.43
2021-02-25,1779.65,50624.84
2021-02-26,1742.85,46800.422
2021-02-27,,46340.309
2021-02-28,,46155.871
2021-03-01,1734.15,45113.922
2021-03-02,1723.85,49618.43
2021-03-03,1711.4,48356.039
2021-03-04,1712.1,50477.699
2021-03-05,1696.25,48448.91
2021-03-06,,48861.379
2021-03-07,,48881.59
2021-03-08,1687.05,51169.699
2021-03-09,1716.9,52299.328
2021-03-10,1716.2,54881.52
2021-03-11,1724.25,55997.23
2021-03-12,1704.8,57764
2021-03-13,,57253.281
2021-03-14,,61258.73
2021-03-15,1723.65,59133.469
2021-03-16,1735,55754.719
2021-03-17,1729.65,56872.379
2021-03-18,1725.9,58913
2021-03-19,1735.2,57665.898
2021-03-20,,58075.102
2021-03-21,,58085.801
2021-03-22,1736.15,57411.172
2021-03-23,1726.2,54204.961
2021-03-24,1730.5,54477.461
2021-03-25,1737.3,52508.23
2021-03-26,1731.8,51415.922
2021-03-27,,55074.469
2021-03-28,,55863.93
2021-03-29,1705.95,55783.711
2021-03-30,1683.95,57627.672
2021-03-31,1691.05,58730.129
2021-04-01,1726.05,58735.25
2021-04-02,,58736.922
2021-04-03,,59031.32
2021-04-04,,57076.488
2021-04-05,,58206.551
2021-04-06,1744.65,59054.102
2021-04-07,1738.05,58020.461
2021-04-08,1755.5,55947.27
2021-04-09,1741.2,58048.59
2021-04-10,,58102.578
2021-04-11,,59774
2021-04-12,1732.85,59964.871
2021-04-13,1747.95,59834.738
2021-04-14,1735.55,63554.441
2021-04-15,1757.2,62969.121
2021-04-16,1774.45,63252.629
2021-04-17,,61455.98
2021-04-18,,60087.09
2021-04-19,1774.5,56251.48
2021-04-20,1777.85,55703.141
2021-04-21,1798.2,56507.91
2021-04-22,1787.75,53808.801
2021-04-23,1781.8,51731.711
2021-04-24,,51153.129
2021-04-25,,50110.531
2021-04-26,1773.35,49075.578
2021-04-27,1784.15,54056.641
2021-04-28,1772.2,55071.461
2021-04-29,1762.65,54884.102
2021-04-30,1767.65,53584.148
2021-05-01,,57796.621
2021-05-02,,57857.5
2021-05-03,,56610.461
2021-05-04,1797.75,57213.328
2021-05-05,1782.25,53241.719
2021-05-06,1813.15,57473.23
2021-05-07,1836.55,56428.16
2021-05-08,,57380.27
2021-05-09,,58928.809
2021-05-10,1840.45,58280.73
2021-05-11,1829.1,55883.5
2021-05-12,1830.7,56750
2021-05-13,1821.8,49007.09
2021-05-14,1838.1,49702.27
2021-05-15,,49922.52
2021-05-16,,46736.578
2021-05-17,1853.7,46441.641
2021-05-18,1866.75,43596.238
2021-05-19,1888.45,42912.191
2021-05-20,1878.3,36964.27
2021-05-21,1875.9,40784.32
2021-05-22,,37280.352
2021-05-23,,37528.301
2021-05-24,1880.15,34754.539
2021-05-25,1887,38728.59
2021-05-26,1899.75,38410.5
2021-05-27,1891.45,39266.039
2021-05-28,1899.95,38445.289
2021-05-29,,35689.621
2021-05-30,,34647.672
2021-05-31,,35684.59
2021-06-01,1899.35,37310.539
2021-06-02,1902.75,36662.641
2021-06-03,1866.55,37585.238
2021-06-04,1890.6,39188.59
2021-06-05,,36885.512
2021-06-06,,35530.379
2021-06-07,1888.4,35816.172
2021-06-08,1893.15,33514.871
2021-06-09,1894.6,33450.191
2021-06-10,1888.65,37338.359
2021-06-11,1881.05,36704.57
